video_name,f-init,n-frames,video-frames,label-idx
t6FuJ4L8sHY,1212,85119,86287,Futsal
t6Hc2tHRrs4,326,3160,3610,BMX
t6iq95QPZIg,0,2801,3258,Scuba diving
T6KP0pg7qxM,1072,110,3384,Throwing darts
T6TgMYLrPII,1042,2335,3407,Pole vault
t6trrsdhMEc,261,234,622,Doing crunches
t6vWMTMooDc,1019,1300,5326,Sumo
T84iinm8-V0,228,328,4137,Doing fencing
t8hx8ihRPGc,245,331,5181,Swinging at the playground
T8mTuW85NNo,15855,3501,32045,Washing hands
T8P52q1gCNA,562,1166,2473,Baking cookies
T8wY9ZQv8vQ,223,4081,4393,Tumbling
t8_XO-nWaYg,0,1621,2239,Playing rubik cube
T98RJsOiQWc,212,57,2657,Hitting a pinata
T9JSNxOyUQA,1111,3109,6834,River tubing
t9UsqWspqZM,37,1873,1982,Playing violin
tA4KrZHGoYQ,787,3343,5422,River tubing
ta4QlTBHTTw,90,384,2181,Tai chi
Ta70WnVT6Lc,137,395,5173,Longboarding
TADJh_DZOfE,656,89,1935,High jump
taHfD8TFfX4,0,165,164,Cricket
TakNLlCbjvw,94,1042,1258,Hopscotch
tAleUKVZCD8,5,185,4088,Playing ice hockey
taO9hPOvMz0,406,153,4919,Surfing
Taw5ILRt9hI,0,1358,1460,Rollerblading
tb8KKdC7r-A,330,93,1668,Shuffleboard
tB_B3HVdO2I,5,272,282,Using the monkey bar
TBeZXLchito,267,4237,4509,Longboarding
TBFAAb62ou4,105,1104,1357,Playing guitarra
TbFqsEFrCB4,3017,231,4945,Swimming
Tbo7I63oIms,303,5415,5723,Skiing
tbOIyG1RCUI,0,413,413,Hitting a pinata
Tc8L-74Ilck,9464,160168,233273,Rock climbing
TCcopbAANQ0,539,3895,4737,Assembling bicycle
Tcf9sOzU-7M,2424,3789,6727,Paintball
TCFDMNSYTVw,5,5587,5820,Wakeboarding
TcGhRsPTTRE,12004,42492,122153,Capoeira
tCkHrK6mRME,0,3100,3099,Disc dog
T_CvR3zm6K8,256,225,4826,Beach soccer
TcxOTZ4xnQ4,203,786,1187,Tumbling
tD30qafrkhM,1586,322,2989,Smoking a cigarette
TdFvHyfq97o,96,294,1479,Mowing the lawn
tDG8VoRQTuM,1306,3628,5198,Powerbocking
tdHQb9Uwc4A,14536,171826,186318,Powerbocking
TDWbRqIEcts,2508,463,3819,Baking cookies
tD-wp39rjnE,44,705,844,Javelin throw
TDwSu2nfSXw,2309,1086,3394,Breakdancing
Te1d8H4VWYw,14,344,457,Playing water polo
tEAEFVJGGG0,133,4056,4420,Trimming branches or hedges
TEaugXCX1m4,0,4499,4498,Surfing
teDceMxV9PA,386,874,3379,Powerbocking
teemFjum3oU,0,2173,2172,Fun sliding down
TEkIJQljABs,37,1607,1700,Having an ice cream
tEnhhhWqnWQ,495,3861,4514,Hula hoop
tES39s-LJsQ,490,15,2500,Snowboarding
tETVZtWqdDs,1060,135,2790,Applying sunscreen
_TeU8A-CGbU,72,1380,1540,Installing carpet
TexMXN2yegk,4,513,3428,Carving jack-o-lanterns
teZ99ahe1zY,13,1078,1222,Playing polo
TF591ByrGYk,539,580,1546,Using parallel bars
TFdv2VQ8-Hg,1125,2191,3864,Surfing
TfFVoogTDJY,6,1728,1801,BMX
TfIGKODkpPY,2324,1363,3683,Kite flying
Tfqln6lL7q0,388,3134,3665,Skiing
Tg1G0EtWw9s,271,4571,5544,Playing blackjack
Tg3FU9Ro6KQ,546,348,6036,Doing nails
tg6HOGy0BBQ,498,5033,6004,Shaving legs
TgantuXBiJg,0,428,3898,Putting on makeup
tgdLeBX7aXk,390,127,1938,Croquet
TgDzZIop_uw,5,1262,1504,Changing car wheel
tgPjcWP7Vig,0,146700,174367,Spinning
tGuPkIKGIK4,49,2045,2839,Bathing dog
TGVWaA_xTGE,4407,13223,122951,Playing congas
tHFF0OaIHoE,5,332,410,Shaving legs
thgW2RT30qQ,1699,1990,6098,Hammer throw
tHhdS8t9ytI,712,761,2653,Drinking coffee
THOVGzbo8w8,0,1892,3664,Playing lacrosse
ThRbaI4pGIs,346,2042,3136,Surfing
THtDZ6g9csA,0,54311,54282,Doing nails
thvpt_lUxTI,68,171,1323,Shoveling snow
ThWgMXhkS2E,275,2087,2569,Cleaning windows
Ti14bsS3RtU,937,4361,6325,Fixing the roof
ti3EHJLR2mU,1541,4053,6214,Preparing pasta
TI3WqIauOYs,74,1068,1343,Doing karate
Ti3z17QofU8,309,413,720,Fixing the roof
tIAdhrfT70I,381,64,2304,Beer pong
TIfAkOBMf5A,331,4798,6643,Doing step aerobics
TiiSh9R89vM,873,382,6290,Snow tubing
TIue1jR51j8,162831,57557,238102,High jump
Tix8XrlBZxg,940,2821,5024,Removing ice from car
TJ98vfFChfI,1200,368,1900,Chopping wood
tJbScqVWPsU,352,3687,5017,Skateboarding
tJcbG_HGZE8,3277,1501,5346,Hanging wallpaper
tjDOXnDswdA,0,1273,1344,Playing rubik cube
TJFl99tLNWk,188,5672,6478,Doing nails
tJiYIajy41Q,5,365,374,Futsal
tJLm2D4J3X0,442,5860,6298,Triple jump
TjMdEjgAKLw,6,1517,1554,Plastering
tJSF2GAp9TU,145,1116,2018,Using parallel bars
tjUuEqmLGeI,359,3414,4021,Baton twirling
tjuYS-6UC_M,3984,101,5022,Hitting a pinata
Tk3zk2pJ9KA,2085,680,3930,Rafting
TKGjHAmCaRo,5,3241,3420,Disc dog
tkHJgKq3jTs,0,2659,2674,Decorating the Christmas tree
tkmoslnsmwY,1020,1873,5653,Rafting
TkNCytAQ5cw,12184,17700,100571,Polishing shoes
Tko7eefi1BI,996,850,1878,Playing accordion
tkQK_2celDY,2265,536,4879,Paintball
tl2hDYGBfqU,221,3150,5685,Beach soccer
tl2RLYJUu3k,0,1296,1369,Doing karate
tL90IPP3hbA,708,1058,2219,Spread mulch
tLdbdQ9fVZE,556,29,1343,Spread mulch
TlDkQ8SNG64,161,605,773,Camel ride
TLJdzU44My4,77,691,1326,Vacuuming floor
tlNpR7CkM-4,243,2205,2504,Playing bagpipes
TLQFjTXZ58E,93734,18966,127974,Mowing the lawn
TlwJfzlZZsE,563,1805,3011,Discus throw
tLxv2E7gj5c,0,429,921,Playing racquetball
tM0BAYylvLA,0,1575,1574,Getting a haircut
Tm0jUAQf6zY,0,1195,1193,Baton twirling
Tm1ebIrDyz0,204,174,1573,High jump
TM_5fb15eXQ,0,2164,2164,Waxing skis
TmA7xnrULME,5,954,1920,Building sandcastles
tmBTO0cA_qw,943,524,6108,Sharpening knives
tMheZSxPl3Q,1135,108,2182,Polishing forniture
TmI9MxCDBMw,330,233,5166,River tubing
TMnmi7WJr_o,1709,657,4630,Getting a tattoo
TmnVK-cYrzg,31288,94094,147573,Vacuuming floor
tN8mcdcwCwc,0,1062,1170,Clipping cat claws
tnavaGow7BI,10,26,140,Preparing salad
tnk1skdLN0Q,143,1361,2827,Shot put
TnOdqLQPQA4,178,961,1484,Starting a campfire
TNVdpnrtn5A,1594,786,4709,Kneeling
TNwMZhQ7SFc,2086,57,4077,Washing face
tnXjdv_GM9g,325,909,1403,Long jump
TnYCazY5WEM,6,384,403,Playing beach volleyball
tO1VJnsd8sg,223,503,2985,Playing racquetball
toeGFZLoeHU,206,950,1212,Playing bagpipes
tOEomEC1rY8,929,475,2072,Blow-drying hair
TOfBNYOlv8c,644,1738,2575,Mixing drinks
tokwDYW6rS0,1626,1711,3860,Painting
toS-_4Ik5us,12948,93302,113701,Playing blackjack
Tovbyt_ZiIc,2347,3370,6096,Braiding hair
tp0L6sR1qts,224,1467,1866,Assembling bicycle
Tp4g0ErB2oQ,220,290,642,Playing field hockey
Tp6MFA0SbFU,182,417,644,Doing a powerbomb
TpB_zMG3XBA,304,4054,4890,Waterskiing
_tPDUYSu1IQ,8762,1978,181198,Arm wrestling
tPHfkxAwyp8,397,6161,6893,Capoeira
TPqgLJpxyvY,345,4741,5535,Rollerblading
TPsMocKBQU0,0,4287,4428,Slacklining
TpURw9nc8ks,98,287,780,Croquet
TPu-vPWJtIA,797,174,2541,Swimming
TPzxIqu1JJg,3508,1848,6743,Making a cake
tPZYyaX63yE,267,600,940,Blowing leaves
TQ22icNBoSI,125,77,1659,Roof shingle removal
tQ9yPS_BJHQ,6,1738,1820,Riding bumper cars
tqanHyXTFFw,519,1449,2039,Fixing bicycle
TQepyWudKYQ,271,579,948,Cricket
tQmsDeu1d6M,2591,1256,3951,Building sandcastles
TqO-bmGQGiY,91,3116,3261,Walking the dog
tQT-iQIv-KY,569,1969,2743,Using the balance beam
tr1sNwRTMd8,1026,1051,2649,Triple jump
tr8JRPrfAN0,214,62,4037,Vacuuming floor
tRAntV9Om2o,42053,80121,127713,Cutting the grass
tRatWgaZ-a0,3,660,663,Playing water polo
tRgK4fFA8sE,317,4329,4835,Fixing bicycle
TrhOt1WyU7Y,200,62320,62704,Kite flying
TrRsujPlt5w,0,1902,1902,Elliptical trainer
TrtuuE1K8pk,753,68171,69094,Plastering
trV2ycq9rkU,0,157,154,Fixing the roof
T-rV3KKFOgg,156,12,772,Hand car wash
tseeGOVN_eY,85,2415,2624,Washing dishes
TSIz-6s4OeY,138,356,1816,Ironing clothes
tSk1GWyofaU,20,893,927,Springboard diving
tS-MHCJKMgM,95,544,971,Welding
TS-p15iwQPc,521,2511,3860,Doing karate
TsPh4-BsCYk,1075,1778,4031,Hammer throw
tSR4Pj_muN0,17595,28033,47961,Bungee jumping
TssNxg5XJ-o,5,2788,2799,Ice fishing
tSUzEX6ps0s,62,715,3982,Making a sandwich
TSVdiNxLu50,876,4973,6584,Surfing
TSVDMiy_FC4,377,216,2718,Polishing shoes
tT7ljH8GCl8,5,2388,2398,Mowing the lawn
tTBbFGv9emI,130,2493,6948,Chopping wood
tTIsHfF0UgA,10,76848,76804,Having an ice cream
TtQPtLPTqBA,10151,19776,169091,Washing hands
TtrDWeSW3mg,672,4534,6118,Preparing salad
Tu1oKxyfHTs,140,1750,2081,Springboard diving
tu6EkaMa9c8,176,904,4357,River tubing
Tu9QF2ALd2s,14,555,571,Preparing salad
tuhEnqKmUKg,283,586,1119,Skateboarding
tuhHQ-lHIs4,23730,30296,95608,Dodgeball
TUhitcbJ5C4,35,667,2096,Washing hands
tV_1whw_S4g,0,328,1008,Doing a powerbomb
Tv3v-UpBJ2Y,0,3572,3573,Tug of war
-tv6laq1ic0,2487,52497,55050,Getting a tattoo
TV8putYbiCU,1337,2186,3701,Cleaning sink
TVbPV7X49tw,93,2698,2815,Doing motocross
tVbrnWNOmFY,725,955,5977,Fixing bicycle
-tvhSol-wTs,1004,1986,3777,Playing squash
tVIY6uyH3aA,200,3127,3528,Painting fence
TvlCdfubl9Y,0,585,626,Fixing bicycle
TvNNx-ZFfDA,703,319,6849,Beer pong
tvR1ovqyJZ8,0,1940,2732,Waterskiing
T-vwsIOVNTw,20,169,195,Playing kickball
Tvzd_WIvBU4,82,905,1025,Chopping wood
tvzl11XL01k,91,1072,2004,Wrapping presents
twGoVVPO08Q,1771,2095,4789,Long jump
TWhxFETOG8I,418,3326,3893,Futsal
twQbAuWVxlU,0,586,588,Walking the dog
TwQQPCjT_A4,100,1427,1587,Beach soccer
tww0AR8NanU,304,1036,6092,Playing harmonica
TXgzRTa2C38,258,514,1882,Playing ten pins
TxiLjdHoXU4,0,119151,127164,Using the balance beam
t-xIv68Ac4c,255,5280,5844,Zumba
txMaVvdALeM,158,74,5338,Rafting
tXNycNfALsE,47856,80732,133339,Using the balance beam
TXq9MO-dYhI,312,3245,3636,Playing congas
TXSNkjjTzdE,1453,4298,6748,Blow-drying hair
TxxUmibEy9Q,1642,1309,4535,Arm wrestling
TY4-gh8DV04,100,794,965,Using the rowing machine
tydn-vo3DaY,2418,82,5307,Rock climbing
TYRDXDR5l9U,3720,43936,50241,Washing hands
tYV23sjRgt8,1245,840,2528,Mixing drinks
Tywf5EzWntY,0,4708,4709,Wakeboarding
tYyTrDyzB6o,0,777,779,River tubing
tYZJ4O5Hsz4,2,2293,2351,Playing drums
Tz3OXEWBSVA,1781,90,3070,Spread mulch
Tz5eN8gV6F4,976,3914,4889,Grooming dog
TZ5Vd9eL5WA,701,1166,2016,Preparing salad
tZ6Fjq6SJvQ,0,5001,4999,Tango
TZ9JbvClnZA,0,408,423,Playing ten pins
tzbJ_CETeG8,1188,882,4834,Camel ride
tzChPctqAP4,357,3208,3756,Capoeira
-t_Zhm1b0FI,200,139301,139520,Playing congas
tzsgg_o6xHo,2077,798,2941,Tango
u024Wa07GNs,12606,13,17730,Preparing salad
u08gU4eQFHY,14,256,280,Snatch
U0HiAZCgmd8,200,1809,2008,Mixing drinks
U0jlI70N_DQ,267,2510,3112,Playing water polo
U0mKdo2-Gfc,22704,9311,104725,Running a marathon
U0p4tW1LoPg,136,864,1796,Playing water polo
u0p_dBCEDs4,1784,2195,4205,Preparing pasta
u0PEB9bXWpY,1100,3166,5020,Doing nails
U0Q10ZdqnJo,49,57,412,Tennis serve with ball bouncing
u0SpXGr_elM,1415,2356,5869,Making a sandwich
u0WgmhffTyI,110,2820,6720,Table soccer
u1grT0O81Qg,0,3746,3982,Doing fencing
u1upxlAgsqM,157,884,1076,Layup drill in basketball
u1ZFiwJJXSQ,293,2536,3251,Doing step aerobics
U20a95sHi8E,402,1791,2574,Hand car wash
U2aNQHCnVfI,2413,2264,5142,Playing violin
U2-GFZxIufw,27704,9645,65844,Waterskiing
u2hzK9YyIXY,65,1109,1313,Cleaning shoes
U2u9JboK97A,131,1788,2635,Layup drill in basketball
u2uoYvo8J5s,3816,2219,6255,Swinging at the playground
u35hesPTsNE,5,1665,3294,Playing congas
u3B3M17akWU,200,30066,35850,Having an ice cream
u3nOmvgcs84,1093,3855,5188,Making a sandwich
u3qNB8GDOzY,0,2593,2591,Roof shingle removal
U_4goX5w_1c,261,214,3343,Triple jump
U4ua-VD7hNM,596,109945,127604,Slacklining
U4UHEGNFyz8,11430,176441,187814,BMX
U697zTxxDHM,402,2179,2868,Rollerblading
u6HM4rYdllc,1769,1667,5971,Hula hoop
U6KrVIJSeDo,898,1006,1984,Using the rowing machine
U6M5hbiHn5Q,131,1331,1767,Tumbling
U6Xnw2RGjsI,0,496,506,Kneeling
u713piB4VWk,0,2490,3309,Sumo
u7dfBgc_SqU,782,4349,5316,Blow-drying hair
U7iNqQs1kRk,0,2092,2091,Playing congas
U7MAQwyFeDQ,1635,211,5902,Bungee jumping
U7OZcgwLRcc,214,5063,5986,Playing drums
U7SRRMoCGks,56,647,3606,Using the pommel horse
U7x4eGLBITE,1058,906,4646,Snow tubing
U89hsv1dzuQ,7372,15352,27167,Smoking a cigarette
U8SmnfsEzOc,707,4615,5668,Assembling bicycle
U9b8U-EymNw,0,3858,3857,Wakeboarding
u9JhQ0xSSJI,0,872,909,Drum corps
u9oARzRT3fI,0,699,699,Using uneven bars
U9Ofeof4rlA,25,603,651,Hammer throw
uA3dbKjT9rM,2053,227,4163,Getting a piercing
UAAk2SxqSvs,529,1314,5469,Longboarding
UaCSf-kW2Ho,0,2850,2849,Playing congas
UAFIstY4a8Q,16604,136265,168996,Playing blackjack
UAgb3FEjBN8,13147,174208,234079,Doing motocross
uaGy1W-EYWU,35901,2959,75991,Hula hoop
uaIu2yDmhNU,68,555,1090,Triple jump
uAKyRSEaY1s,187,545,1003,Playing rubik cube
U-ApHGUtLMA,695,897,2024,Calf roping
uaqcvxz_5fY,209,3859,4068,Cleaning windows
UA_RDwuO47s,0,1807,1811,Mixing drinks
uatIP3FGQXk,164,1727,1948,Playing kickball
uavao6fYoMM,24114,51961,184007,Futsal
uavot-yVwhg,1320,967,2937,Cleaning shoes
UaZcqOngDzo,1131,2702,4265,Doing motocross
ub0pmYL8i5s,0,1786,1784,Cleaning sink
UB2GzjNzo3M,0,5892,7111,BMX
uBCLX7hfZLQ,0,2102,2236,Clipping cat claws
UBDcmeET6ys,3,408,414,Using the rowing machine
ubgCjUUmP9I,736,1516,3209,Using the pommel horse
uBhuULfs3Hc,225,230,3604,Discus throw
uBkJa679ffE,2816,796,6243,Putting in contact lenses
UBqFQKI1YW8,131,2002,2341,Using parallel bars
ubR7XPBJQH8,73,130,5227,Tai chi
uBT9n8wOKP4,6,1247,1292,Blowing leaves
UBtVJ-w9O28,419,6325,7076,Capoeira
UbVTGLlR0L8,229,4881,5451,Rafting
uc1RbyLfuSs,0,119,117,Windsurfing
uC27rJLCn70,437,1580,2017,Snow tubing
UCBAyJpXuCw,0,148,4340,Playing drums
_ucD-3rUWWE,376,898,3229,Kayaking
uCdUm-lou7w,6,350,393,Using the monkey bar
ucEqZtmQS-0,747,936,1885,Shaving
UCFV1JYhq18,84,1755,2162,Rope skipping
UciHec7xncc,179,361,545,Using the monkey bar
uCLUexLKpnU,0,371,372,Windsurfing
UCndppz9rWc,16,327,344,Mowing the lawn
UCOn2HkJJt8,222,5121,5548,Archery
UcQ63-sQ9bI,3609,213301,225725,Playing guitarra
ucR3VztMyeE,6,859,916,Using the monkey bar
-ucwgrxTBEg,1926,3582,5783,Tai chi
UCZGbQFg6io,0,117701,117761,Long jump
UD4RnQp5tPY,1710,2369,6603,Shaving legs
UdIoEWadRxI,1671,2313,5101,Mixing drinks
uDNLf3ty9ao,2406,1841,5229,Rock-paper-scissors
uDqnGmLJyao,746,141,1822,Hanging wallpaper
uDs0wOnwaAM,39,6345,6383,Ping-pong
uE15Mhtj9nE,3801,2782,6910,Hanging wallpaper
Ue2EbbpegkE,833,275,3842,Snowboarding
uE3YXkZoV5c,1340,1061,2675,Shuffleboard
uE6_kwnfDCQ,249,4209,4571,Tango
uE_8WuNO7cA,517,3384,4196,Carving jack-o-lanterns
uEaxyzKonCY,0,4798,4802,Playing badminton
ueDoskgg2yw,0,236,376,Shaving
uegTBtD59R0,1028,2238,6130,Doing motocross
UeH0TCDAbSU,1522,2140,4168,Ironing clothes
ueKSGag6w4Q,1240,650,3061,Playing saxophone
UeMcMSTO-Yg,0,60,3081,Grooming horse
UEtVbSLGhfY,121,7168,8375,Walking the dog
UeuZeIASSPw,251,145,3222,Triple jump
UF2v4emX7rc,540,1534,2073,Paintball
UFfi0gxL6_Y,503,4112,4762,Playing violin
ufgYKCfK2Vk,405,4710,5407,Baton twirling
ufK2mbJI0to,55,5008,5101,Futsal
Ufki4AjZHFI,0,326,360,Powerbocking
Ufm19cvrxGs,1771,1793,4744,Assembling bicycle
uFMDSiHu7g4,0,5430,5430,Cumbia
uFMlVrTUoR8,615,1638,2899,Spread mulch
-UfNSW7yeSo,2235,64,2287,Welding
UfrztSg9gf0,520,2739,3546,Disc dog
uFtP9Z_K87U,188,97,3888,Scuba diving
ufxyjYMKe7c,825,728,3764,Rock-paper-scissors
UfYMJBu4HI0,1129,220,2882,Laying tile
uG2sRzp5Bk4,1070,3010,4800,Playing blackjack
u_G3ZPXU35A,176,1878,2094,Cleaning windows
UG82vrvkYFk,0,901,1018,Doing a powerbomb
UGCn1zgYboQ,5,675,716,Table soccer
UGd9cVzHQOU,102,778,1014,Blowing leaves
UgrOTFBD7tA,397,4128,4855,Rock climbing
UgsqMLsPG0k,537,3962,4729,Plastering
UgtzVS_oeq0,217,59,1026,Smoking a cigarette
uGVkH6PjXLs,10,2559,32248,Chopping wood
uhAIe9rcjSo,962,1339,2299,Cleaning sink
UhB739uudDo,240,1937,2442,Disc dog
uh-H5Gmt4PI,641,2421,3157,Snatch
uHLEUps_ahs,859,272,5624,Playing saxophone
uHmoFLB-PLc,0,708,710,Playing guitarra
uHPrH22rPgU,0,363,363,Throwing darts
ui7LIgAF8-E,0,609,609,Springboard diving
uiCkFmebAZs,119,285,5892,Swimming
ui_CNb4FUtQ,345,636,7151,Playing saxophone
uICwWvS_AOo,1890,1764,4769,Playing blackjack
UIH5arBo3-Y,15184,93648,121984,Playing guitarra
UiK3kYsvvQ8,498,5608,6522,Belly dance
uIl5Tj74sLw,16,645,963,Washing face
uINj6L2EEUs,1181,1290,5012,Chopping wood
UIrn2ziRgEM,3061,157588,170632,Smoking a cigarette
UIZkQUo8VtA,474,228,1788,Roof shingle removal
uj0UBMgR2gk,558,368,3266,Playing violin
uJbM9KQBXak,5,5520,5722,Slacklining
UJebyFqxDXI,1004,227,3386,Mowing the lawn
UJfwaeMrZ7A,123,357,758,Hopscotch
UjG_uHlFf3s,1055,648,4076,Sumo
UJiQEkByWcM,3103,7089,15282,Throwing darts
ujiWstJ3tt0,6,1739,1745,Plastering
ujWG6rjlN3s,140,415,1401,Cheerleading
uK0dxEMBXfY,1317,1418,2823,Mowing the lawn
UKhH_iEifrU,79,2616,2815,Making a lemonade
uklYBuQDwIw,31,115,2250,Slacklining
Uk_VxavVjP0,0,575,1575,River tubing
UkZiyYfO57g,526,166,5091,Skiing
ul9kg5QdvJo,144,1253,1821,Having an ice cream
ULBhK8jXNws,864,108,4614,Surfing
UlddctIswqo,589,802,4766,Baking cookies
UlGX-5x0Mak,6,699,751,Having an ice cream
uLhOFVNmRu8,666,98,2633,Triple jump
ulJxGEx2r7o,235,122,3264,Playing flauta
_UlKLq9w_nw,571,717,5007,Shuffleboard
ULPw4uZcx5I,3587,74911,81084,Snow tubing
uLT7PmD_AJA,243,2545,3625,Braiding hair
ULZpTYSwlTs,2365,23976,27847,Snatch
uM6ErLnAGW4,253,1102,5789,Carving jack-o-lanterns
uMAjCPUZfp0,6594,140033,153726,Doing fencing
uMCyo89mK_E,200,93923,104777,Decorating the Christmas tree
uMQEaWGQvrc,170,118,508,Springboard diving
UMS4-qifK9A,172,1386,1610,Playing guitarra
UmU8dx36O9w,0,2571,2577,Putting in contact lenses
UMUGmKRkaxo,0,1613,3153,Ping-pong
uMw7YplUbAM,566,2311,3797,Playing accordion
U-mwyUsNOMU,3,2436,3072,Ice fishing
uN8lcRwsBno,511,4175,4963,Using the rowing machine
U-N92yQynQA,22350,14484,39548,Playing badminton
unLrTQt07kI,120,908,1317,Washing dishes
UnpBbcIa3zA,237,679,1799,Discus throw
UNPQdg_tWh4,0,3960,3962,Croquet
unz00-r84NY,10,49611,49625,Hurling
UnZtNrtvSPA,230,1741,2236,Braiding hair
uO2YgcdqoZg,877,262,4566,Playing squash
UO9bRJmfMzI,463,1935,6462,Removing ice from car
Uo9q4riquHM,0,316,3080,Cutting the grass
UOF3w4T-bBE,21,442,485,Shaving legs
UoGoOznvKew,0,4085,4282,Putting in contact lenses
UojTppgtyCE,1693,2123,4110,Trimming branches or hedges
uokQq9Xrjf8,107,543,779,Kneeling
uOmCwWVJnLQ,89547,17542,107102,Using uneven bars
UomiLRs--C8,185,1337,1603,Welding
UoO7VCPs8Jw,10,12482,12447,Shot put
UOswYEzeJ-M,534,59,2556,Layup drill in basketball
Uot4XZns2b4,230,5418,5905,Fixing the roof
uowNtTu74nA,321,4498,5429,Surfing
UoX2xhYPD38,194,1049,2433,Hand washing clothes
uOxKf-kNEyg,159,291,945,Polishing shoes
uoy7NjeESZc,16148,71400,101486,BMX
U_Pb3Wm_pb4,5,2732,2968,Slacklining
_UPD2IvdQ_M,256,1121,1489,Using the pommel horse
upic9S0oEhg,0,3054,3057,Playing guitarra
UpmzSgLLj-s,0,3813,4056,Assembling bicycle
UpnFBPGFgnw,772,138,3055,Changing car wheel
uPqh5uA1mhA,783,1806,2952,Shot put
_uPVFvEQocU,1243,716,2750,Ping-pong
uPyciwjOz3E,143,3812,4587,Walking the dog
UPZm0tx77Vw,647,2045,2881,Ping-pong
uqAFtPVzEEs,85,430,3369,Beach soccer
uqd8A4iJ6Bo,421,2378,3417,Baking cookies
UqE_T7oG1Gc,717,4694,5874,Braiding hair
uqiooW1OAXU,818,2516,3942,Camel ride
uqixFWxAQSA,931,4628,6285,Removing ice from car
uqlErIm56Jg,323,6212,6911,Cleaning shoes
uqT5jtfx8x0,9928,35678,69878,Playing polo
UQXB3JOoxYE,851,1909,4743,Waterskiing
uqzy1FAUpPM,10153,5743,56582,Triple jump
uRcVktMzlUc,1199,78,5589,Beer pong
uR-o9wILN6U,232,4323,5736,Slacklining
UrPn5-8yNgA,19,2576,2861,Shaving legs
ursegSrjG1M,2392,468,3453,Spread mulch
Uru0CastJqU,45,1587,1635,Springboard diving
u_RzyIJi8qc,820,1414,3906,Snatch
URzytLugoVw,0,1297,1294,Playing kickball
Us795clHJmw,0,929,927,Hitting a pinata
USaP2UCPBEc,730,95,4376,Drum corps
USCVBB97pOc,0,3929,4348,Clipping cat claws
UsexiHSzIQI,443,529,2736,Spinning
USOc5S2-3zA,121,4476,4598,Belly dance
USoYnMSrWv0,6,1813,1900,Table soccer
UsqhZb0co6o,104,789,1154,Putting on shoes
USwMjvs45MU,798,2358,3666,Long jump
uTc2-oAxgbc,427,890,1767,Getting a piercing
UtErFzrzcqk,0,576,576,Hitting a pinata
UtErhcCYBZk,411,3880,4464,Snatch
uThAYmmxBFk,141,338,2289,Doing step aerobics
uTVjevTM6V0,600,2282,4699,Snatch
uu4_cV49pMI,0,101,455,Running a marathon
UU8a7vp6tgY,200,32275,33855,Decorating the Christmas tree
uug0bhnLgHs,1180,2740,5537,Making a lemonade
uuH0ieCzqkM,108,762,911,Rope skipping
UUjXw1xjprU,1126,2033,5725,Skateboarding
uUzmPV8Vgqg,13480,81332,115997,Bathing dog
uv7COBs24D8,1837,795,4597,Layup drill in basketball
uVcyJg_3Fj8,269,2162,2430,Decorating the Christmas tree
uVHuVnv5XAk,355,1308,1692,Triple jump
UvIS1-hwgaQ,964,3362,4685,Rock climbing
UVJ0mQndDhE,0,4140,4138,Shuffleboard
uvnrLngXHh8,16449,166360,198950,Shaving
UvPUywSVy1k,1065,726,4434,Preparing pasta
UvuXGKesWS0,297,720,3079,Swimming
UVxXr_mh5BM,293,4997,5888,Braiding hair
U-VzZQGWOqA,0,1586,1791,Having an ice cream
UW1wC80VNd8,461,2952,3694,Preparing pasta
Uw_4gKpmAhI,5,300,1190,Plastering
uwGcEaW3z3Q,255,10565,11330,Clean and jerk
uWguPHhQON4,844,111,954,Starting a campfire
uWJUoJyvFF0,469,3653,4122,Knitting
uWnlmM2uOs4,5,898,909,Applying sunscreen
uwQDvcWzBy0,928,3574,4689,Wrapping presents
uWWo9qZh3cU,2308,331,3215,Playing saxophone
uwxuvGci98g,1762,425,3788,Cricket
UwZbkuVsPno,1033,434,1727,Layup drill in basketball
-ux1hQSR1AM,408,1097,1606,Using the pommel horse
Ux4brKS0Sac,133,220,3571,Wrapping presents
ux4iT6vQQb0,13,2103,2190,Doing motocross
UXc2y7lR5t0,200,18059,18495,Using the monkey bar
uXcCES4BsQ0,289,468,757,Playing rubik cube
UxhKb-zZoWE,0,3800,3815,Sumo
UxIXOCccW24,504,38,1905,Sumo
UxlDSfC7S-0,650,4033,4683,Mooping floor
uXPm6SMQH1M,218,814,1072,Grooming horse
uxRBnIWE79s,79,1194,1528,Doing fencing
uxsZFuXKs3A,5,371,381,Trimming branches or hedges
uX-UwKfRvJY,1658,454,3744,Doing crunches
UXX8k68S3_g,0,1486,1486,Carving jack-o-lanterns
uY0ngQlbIZc,0,1348,1782,Playing squash
uy7WAwrrNiA,314,4316,4919,Kite flying
uy9Z2i8AmyY,1047,820,5538,Paintball
u-YaDbGZoPk,391,818,1715,Cleaning windows
uyBGDfYo0qE,0,1928,2004,Vacuuming floor
UYcpD3r6Ol0,583,5674,6994,Doing nails
UYFDYX4i2EY,229,3113,3655,Breakdancing
UYHgieL5IKM,2068,1540,5547,Sharpening knives
UYhKDweME3A,411,1354,2294,Preparing pasta
uYLYJABDubw,0,571,639,Arm wrestling
UyORfPxpaGo,10,12041,12009,Doing a powerbomb
uyp6t45rOD8,46,3388,3520,High jump
UyqM2sglj1s,1570,1390,5943,Snowboarding
uYqNIBbz4_Q,417,133,701,Chopping wood
